method,dataset,split,category,arm,eval_mode,metric,auroc,aupr,fpr95,n_eval,drift_delay,seed,timestamp
diversify,TSB-U-OOD_009_SEG_8184_504_UCR_id_202_Environment_tr_2,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,8,,42,2026-08-24T22:34:08
diversify,TSB-U-OOD_011_SEG_4031_028_NAB_id_28_Facility_tr_1007_,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.46,0.4767,0.8,20,,42,2026-08-24T22:34:10
diversify,TSB-U-OOD_011_SEG_4031_028_NAB_id_28_Facility_tr_1007_,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.75,0.766,0.5,20,,42,2026-08-24T22:34:10
diversify,TSB-U-OOD_012_SEG_18236_099_WSD_id_71_WebService_tr_45,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.0,0.3544,1.0,10,,42,2026-08-24T22:34:16
diversify,TSB-U-OOD_012_SEG_18236_099_WSD_id_71_WebService_tr_45,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.8,0.835,0.6,10,,42,2026-08-24T22:34:16
diversify,TSB-U-OOD_013_SEG_100000_231_MGAB_id_7_Synthetic_tr_25,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.5744,0.6941,1.0,34,,42,2026-08-24T22:34:31
diversify,TSB-U-OOD_013_SEG_100000_231_MGAB_id_7_Synthetic_tr_25,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.699,0.7422,0.8824,34,,42,2026-08-24T22:34:31
diversify,TSB-U-OOD_014_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.4507,0.5234,0.977,174,,42,2026-08-24T22:34:41
diversify,TSB-U-OOD_014_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.3738,0.4469,0.9425,174,,42,2026-08-24T22:34:41
diversify,TSB-U-OOD_015_SEG_43066_816_Exathlon_id_7_Facility_tr_,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.3683,0.4622,1.0,118,,42,2026-08-24T22:34:47
diversify,TSB-U-OOD_015_SEG_43066_816_Exathlon_id_7_Facility_tr_,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5105,0.5098,1.0,118,,42,2026-08-24T22:34:47
diversify,TSB-U-OOD_018_SEG_29931_500_UCR_id_198_Facility_tr_748,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.75,0.6356,0.5556,36,,42,2026-08-24T22:34:56
diversify,TSB-U-OOD_018_SEG_29931_500_UCR_id_198_Facility_tr_748,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.7346,0.7952,0.8889,36,,42,2026-08-24T22:34:56
diversify,TSB-U-OOD_020_SEG_419919_550_SWaT_id_1_Sensor_tr_43700,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.2176,0.4367,0.8981,412,,42,2026-08-24T22:35:14
diversify,TSB-U-OOD_020_SEG_419919_550_SWaT_id_1_Sensor_tr_43700,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.7931,0.8079,0.8204,412,,42,2026-08-24T22:35:14
diversify,TSB-U-OOD_022_SEG_4031_008_NAB_id_8_Synthetic_tr_1007_,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.5266,0.5316,0.7692,26,,42,2026-08-24T22:35:15
diversify,TSB-U-OOD_022_SEG_4031_008_NAB_id_8_Synthetic_tr_1007_,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.3669,0.4511,1.0,26,,42,2026-08-24T22:35:16
diversify,TSB-U-OOD_028_SEG_80000_226_MGAB_id_2_Synthetic_tr_200,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.5266,0.5654,1.0,26,,42,2026-08-24T22:35:34
diversify,TSB-U-OOD_028_SEG_80000_226_MGAB_id_2_Synthetic_tr_200,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.503,0.6004,1.0,26,,42,2026-08-24T22:35:34
diversify,TSB-U-OOD_029_SEG_30000_382_UCR_id_80_Medical_tr_7500_,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.1157,0.3518,0.9091,22,,42,2026-08-24T22:35:39
diversify,TSB-U-OOD_029_SEG_30000_382_UCR_id_80_Medical_tr_7500_,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.8264,0.7611,0.8182,22,,42,2026-08-24T22:35:39
diversify,TSB-U-OOD_030_SEG_18220_108_WSD_id_80_WebService_tr_23,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.1875,0.3727,1.0,24,,42,2026-08-24T22:35:42
diversify,TSB-U-OOD_030_SEG_18220_108_WSD_id_80_WebService_tr_23,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.4861,0.5223,1.0,24,,42,2026-08-24T22:35:42
diversify,TSB-U-OOD_031_SEG_18236_098_WSD_id_70_WebService_tr_35,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.0,0.3655,1.0,8,,42,2026-08-24T22:35:44
diversify,TSB-U-OOD_031_SEG_18236_098_WSD_id_70_WebService_tr_35,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.0625,0.378,1.0,8,,42,2026-08-24T22:35:44
diversify,TSB-U-OOD_033_SEG_13227_102_WSD_id_74_WebService_tr_33,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.7509,0.7688,0.8824,34,,42,2026-08-24T22:35:47
diversify,TSB-U-OOD_033_SEG_13227_102_WSD_id_74_WebService_tr_33,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.7474,0.7649,0.7647,34,,42,2026-08-24T22:35:47
diversify,TSB-U-OOD_034_SEG_30000_412_UCR_id_110_Medical_tr_7500,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.5278,0.5335,0.8333,12,,42,2026-08-24T22:35:54
diversify,TSB-U-OOD_034_SEG_30000_412_UCR_id_110_Medical_tr_7500,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.4167,0.4704,0.8333,12,,42,2026-08-24T22:35:54
diversify,TSB-U-OOD_040_SEG_200000_440_UCR_id_138_Medical_tr_167,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.0035,0.3215,1.0,34,,42,2026-08-24T22:36:02
diversify,TSB-U-OOD_040_SEG_200000_440_UCR_id_138_Medical_tr_167,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,34,,42,2026-08-24T22:36:02
diversify,TSB-U-OOD_045_SEG_18236_074_WSD_id_46_WebService_tr_99,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.08,0.371,1.0,10,,42,2026-08-24T22:36:03
diversify,TSB-U-OOD_045_SEG_18236_074_WSD_id_46_WebService_tr_99,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.36,0.5079,1.0,10,,42,2026-08-24T22:36:03
diversify,TSB-U-OOD_049_SEG_15403_085_WSD_id_57_WebService_tr_78,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.0625,0.378,1.0,8,,42,2026-08-24T22:36:05
diversify,TSB-U-OOD_049_SEG_15403_085_WSD_id_57_WebService_tr_78,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.0,0.3655,1.0,8,,42,2026-08-24T22:36:05
diversify,TSB-U-OOD_050_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.5416,0.5729,0.977,174,,42,2026-08-24T22:36:14
diversify,TSB-U-OOD_050_SEG_130400_248_SVDB_id_12_Medical_tr_184,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.3998,0.4669,0.9195,174,,42,2026-08-24T22:36:14
diversify,TSB-U-OOD_053_SEG_12000_309_UCR_id_7_Medical_tr_3000_1,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.0833,0.3637,1.0,12,,42,2026-08-24T22:36:17
diversify,TSB-U-OOD_053_SEG_12000_309_UCR_id_7_Medical_tr_3000_1,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.8611,0.8179,0.1667,12,,42,2026-08-24T22:36:17
diversify,TSB-U-OOD_055_SEG_55000_420_UCR_id_118_Facility_tr_137,U,OOD,energy,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,22,,42,2026-08-24T22:36:36
diversify,TSB-U-OOD_055_SEG_55000_420_UCR_id_118_Facility_tr_137,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,22,,42,2026-08-24T22:36:36
diversify,TSB-U-OOD_060_SEG_5000_295_TODS_id_9_Synthetic_tr_1250,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.36,0.4475,1.0,20,,42,2026-08-24T22:36:38
diversify,TSB-U-OOD_060_SEG_5000_295_TODS_id_9_Synthetic_tr_1250,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.59,0.6734,0.7,20,,42,2026-08-24T22:36:38
diversify,TSB-U-OOD_061_SEG_15285_076_WSD_id_48_WebService_tr_38,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.0,0.4167,1.0,4,,42,2026-08-24T22:36:41
diversify,TSB-U-OOD_061_SEG_15285_076_WSD_id_48_WebService_tr_38,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5,0.5833,0.5,4,,42,2026-08-24T22:36:41
diversify,TSB-U-OOD_062_SEG_650000_176_MITDB_id_7_Medical_tr_623,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.4722,0.478,1.0,60,,42,2026-08-24T22:36:45
diversify,TSB-U-OOD_062_SEG_650000_176_MITDB_id_7_Medical_tr_623,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.7433,0.7762,0.7,60,,42,2026-08-24T22:36:45
diversify,TSB-U-OOD_063_SEG_149123_263_IOPS_id_4_WebService_tr_3,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.2595,0.3835,0.9412,34,,42,2026-08-24T22:36:47
diversify,TSB-U-OOD_063_SEG_149123_263_IOPS_id_4_WebService_tr_3,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.301,0.4034,1.0,34,,42,2026-08-24T22:36:48
diversify,TSB-U-OOD_065_SEG_1427_594_YAHOO_id_44_WebService_tr_5,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.1111,0.4111,1.0,6,,42,2026-08-24T22:36:49
diversify,TSB-U-OOD_065_SEG_1427_594_YAHOO_id_44_WebService_tr_5,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,6,,42,2026-08-24T22:36:49
diversify,TSB-U-OOD_066_SEG_30000_441_UCR_id_139_Facility_tr_750,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.3704,0.4468,1.0,18,,42,2026-08-24T22:36:54
diversify,TSB-U-OOD_066_SEG_30000_441_UCR_id_139_Facility_tr_750,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.2593,0.5016,1.0,18,,42,2026-08-24T22:36:54
diversify,TSB-U-OOD_068_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.5847,0.6417,1.0,44,,42,2026-08-24T22:37:08
diversify,TSB-U-OOD_068_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.7273,0.7451,0.8636,44,,42,2026-08-24T22:37:08
diversify,TSB-U-OOD_069_SEG_38269_367_UCR_id_65_Medical_tr_9567_,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.8125,0.8042,0.25,8,,42,2026-08-24T22:37:15
diversify,TSB-U-OOD_069_SEG_38269_367_UCR_id_65_Medical_tr_9567_,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.25,0.4405,1.0,8,,42,2026-08-24T22:37:15
diversify,TSB-U-OOD_074_SEG_128001_472_UCR_id_170_Facility_tr_32,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.8889,0.9167,0.3333,6,,42,2026-08-24T22:37:42
diversify,TSB-U-OOD_074_SEG_128001_472_UCR_id_170_Facility_tr_32,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.0,0.3833,1.0,6,,42,2026-08-24T22:37:42
diversify,TSB-U-OOD_077_SEG_100000_222_LTDB_id_7_Medical_tr_3618,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.4877,0.5199,0.7222,36,,42,2026-08-24T22:37:44
diversify,TSB-U-OOD_077_SEG_100000_222_LTDB_id_7_Medical_tr_3618,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5123,0.533,1.0,36,,42,2026-08-24T22:37:44
diversify,TSB-U-OOD_079_SEG_100000_224_LTDB_id_9_Medical_tr_4456,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.1983,0.3599,1.0,44,,42,2026-08-24T22:37:47
diversify,TSB-U-OOD_079_SEG_100000_224_LTDB_id_9_Medical_tr_4456,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.4483,0.465,0.7727,44,,42,2026-08-24T22:37:47
diversify,TSB-U-OOD_081_SEG_29950_464_UCR_id_162_Medical_tr_7487,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.0,0.3655,1.0,8,,42,2026-08-24T22:37:54
diversify,TSB-U-OOD_081_SEG_29950_464_UCR_id_162_Medical_tr_7487,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.3125,0.4583,1.0,8,,42,2026-08-24T22:37:54
diversify,TSB-U-OOD_082_SEG_1421_582_YAHOO_id_32_Synthetic_tr_50,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.3333,0.5,1.0,6,,42,2026-08-24T22:37:55
diversify,TSB-U-OOD_082_SEG_1421_582_YAHOO_id_32_Synthetic_tr_50,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.7778,0.8667,0.6667,6,,42,2026-08-24T22:37:55
diversify,TSB-U-OOD_085_SEG_2430_147_MSL_id_8_Sensor_tr_590_1st_,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.3333,0.6333,1.0,6,,42,2026-08-24T22:37:57
diversify,TSB-U-OOD_085_SEG_2430_147_MSL_id_8_Sensor_tr_590_1st_,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.2222,0.4667,1.0,6,,42,2026-08-24T22:37:57
diversify,TSB-U-OOD_086_SEG_6138_267_IOPS_id_8_WebService_tr_153,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.2188,0.399,1.0,16,,42,2026-08-24T22:37:58
diversify,TSB-U-OOD_086_SEG_6138_267_IOPS_id_8_WebService_tr_153,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6406,0.7444,0.75,16,,42,2026-08-24T22:37:58
diversify,TSB-U-OOD_088_SEG_9998_514_UCR_id_212_Medical_tr_2499_,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.4375,0.6488,1.0,8,,42,2026-08-24T22:38:02
diversify,TSB-U-OOD_088_SEG_9998_514_UCR_id_212_Medical_tr_2499_,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.0625,0.378,1.0,8,,42,2026-08-24T22:38:02
diversify,TSB-U-OOD_089_SEG_41790_470_UCR_id_168_Medical_tr_1044,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.76,0.6862,0.4,10,,42,2026-08-24T22:38:07
diversify,TSB-U-OOD_089_SEG_41790_470_UCR_id_168_Medical_tr_1044,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.48,0.5193,0.6,10,,42,2026-08-24T22:38:07
diversify,TSB-U-OOD_090_SEG_211502_416_UCR_id_114_Medical_tr_500,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.9644,0.9768,0.5333,30,,42,2026-08-24T22:38:46
diversify,TSB-U-OOD_090_SEG_211502_416_UCR_id_114_Medical_tr_500,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.9333,0.9667,1.0,30,,42,2026-08-24T22:38:46
diversify,TSB-U-OOD_091_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.5503,0.5979,1.0,96,,42,2026-08-24T22:38:59
diversify,TSB-U-OOD_091_SEG_100000_232_MGAB_id_8_Synthetic_tr_25,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.7691,0.7904,0.7292,96,,42,2026-08-24T22:38:59
diversify,TSB-U-OOD_092_SEG_2430_145_MSL_id_6_Sensor_tr_530_1st_,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.0,0.3833,1.0,6,,42,2026-08-24T22:39:00
diversify,TSB-U-OOD_092_SEG_2430_145_MSL_id_6_Sensor_tr_530_1st_,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,6,,42,2026-08-24T22:39:00
diversify,TSB-U-OOD_094_SEG_10744_096_WSD_id_68_WebService_tr_13,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.449,0.5975,1.0,14,,42,2026-08-24T22:39:02
diversify,TSB-U-OOD_094_SEG_10744_096_WSD_id_68_WebService_tr_13,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5102,0.5768,1.0,14,,42,2026-08-24T22:39:02
diversify,TSB-U-OOD_095_SEG_17189_049_WSD_id_21_WebService_tr_42,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.0,0.3371,1.0,16,,42,2026-08-24T22:39:06
diversify,TSB-U-OOD_095_SEG_17189_049_WSD_id_21_WebService_tr_42,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.0,0.3371,1.0,16,,42,2026-08-24T22:39:06
diversify,TSB-U-OOD_099_SEG_8184_504_UCR_id_202_Environment_tr_2,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.2222,0.4667,1.0,6,,42,2026-08-24T22:39:09
diversify,TSB-U-OOD_099_SEG_8184_504_UCR_id_202_Environment_tr_2,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,6,,42,2026-08-24T22:39:09
diversify,TSB-U-OOD_100_SEG_18236_067_WSD_id_39_WebService_tr_45,U,OOD,energy,per_sample_selftrain,per_sample_auroc,0.4,0.4867,1.0,10,,42,2026-08-24T22:39:15
diversify,TSB-U-OOD_100_SEG_18236_067_WSD_id_39_WebService_tr_45,U,OOD,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,10,,42,2026-08-24T22:39:15
diversify,TSB-U-STABLE_002_SEG_18236_048_WSD_id_20_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.2222,0.4444,1.0,6,,42,2026-08-24T22:39:21
diversify,TSB-U-STABLE_002_SEG_18236_048_WSD_id_20_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.4444,0.5556,1.0,6,,42,2026-08-24T22:39:21
diversify,TSB-U-STABLE_003_SEG_1680_580_YAHOO_id_30_WebService_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,2,,42,2026-08-24T22:39:23
diversify,TSB-U-STABLE_003_SEG_1680_580_YAHOO_id_30_WebService_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,2,,42,2026-08-24T22:39:23
diversify,TSB-U-STABLE_004_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.0,0.4167,1.0,4,,42,2026-08-24T22:39:24
diversify,TSB-U-STABLE_004_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.75,0.8333,0.5,4,,42,2026-08-24T22:39:24
diversify,TSB-U-STABLE_009_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.0,0.3655,1.0,8,,42,2026-08-24T22:39:25
diversify,TSB-U-STABLE_009_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5625,0.6845,0.75,8,,42,2026-08-24T22:39:25
diversify,TSB-U-STABLE_010_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.4375,0.5145,1.0,24,,42,2026-08-24T22:39:27
diversify,TSB-U-STABLE_010_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6042,0.6586,1.0,24,,42,2026-08-24T22:39:27
diversify,TSB-U-STABLE_014_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.0,0.3655,1.0,8,,42,2026-08-24T22:39:28
diversify,TSB-U-STABLE_014_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.8125,0.8542,0.5,8,,42,2026-08-24T22:39:28
diversify,TSB-U-STABLE_018_SEG_59000_490_UCR_id_188_Medical_tr_1,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.4062,0.5029,1.0,16,,42,2026-08-24T22:39:46
diversify,TSB-U-STABLE_018_SEG_59000_490_UCR_id_188_Medical_tr_1,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.4062,0.4957,1.0,16,,42,2026-08-24T22:39:46
diversify,TSB-U-STABLE_021_SEG_10686_032_WSD_id_4_WebService_tr_,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.7812,0.8661,0.875,16,,42,2026-08-24T22:39:48
diversify,TSB-U-STABLE_021_SEG_10686_032_WSD_id_4_WebService_tr_,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.4531,0.4944,1.0,16,,42,2026-08-24T22:39:48
diversify,TSB-U-STABLE_022_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.3889,0.5608,0.8333,12,,42,2026-08-24T22:39:52
diversify,TSB-U-STABLE_022_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6944,0.6458,0.5,12,,42,2026-08-24T22:39:52
diversify,TSB-U-STABLE_024_SEG_1461_622_YAHOO_id_72_WebService_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.0,0.4167,1.0,4,,42,2026-08-24T22:39:53
diversify,TSB-U-STABLE_024_SEG_1461_622_YAHOO_id_72_WebService_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,4,,42,2026-08-24T22:39:53
diversify,TSB-U-STABLE_025_SEG_1421_584_YAHOO_id_34_Synthetic_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.4444,0.5333,0.6667,6,,42,2026-08-24T22:39:54
diversify,TSB-U-STABLE_025_SEG_1421_584_YAHOO_id_34_Synthetic_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,6,,42,2026-08-24T22:39:54
diversify,TSB-U-STABLE_026_SEG_10028_366_UCR_id_64_Medical_tr_25,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,12,,42,2026-08-24T22:39:58
diversify,TSB-U-STABLE_026_SEG_10028_366_UCR_id_64_Medical_tr_25,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,12,,42,2026-08-24T22:39:58
diversify,TSB-U-STABLE_031_SEG_1421_650_YAHOO_id_100_Synthetic_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.8889,0.9167,0.3333,6,,42,2026-08-24T22:39:59
diversify,TSB-U-STABLE_031_SEG_1421_650_YAHOO_id_100_Synthetic_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.3333,0.5,1.0,6,,42,2026-08-24T22:39:59
diversify,TSB-U-STABLE_032_SEG_23703_212_SMD_id_35_Facility_tr_5,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.6939,0.7357,1.0,14,,42,2026-08-24T22:40:06
diversify,TSB-U-STABLE_032_SEG_23703_212_SMD_id_35_Facility_tr_5,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.3061,0.4445,1.0,14,,42,2026-08-24T22:40:06
diversify,TSB-U-STABLE_033_SEG_1421_635_YAHOO_id_85_Synthetic_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.7778,0.8056,0.3333,6,,42,2026-08-24T22:40:07
diversify,TSB-U-STABLE_033_SEG_1421_635_YAHOO_id_85_Synthetic_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.3333,0.6333,1.0,6,,42,2026-08-24T22:40:07
diversify,TSB-U-STABLE_036_SEG_18236_064_WSD_id_36_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.4375,0.625,1.0,8,,42,2026-08-24T22:40:12
diversify,TSB-U-STABLE_036_SEG_18236_064_WSD_id_36_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.75,0.875,1.0,8,,42,2026-08-24T22:40:12
diversify,TSB-U-STABLE_038_SEG_60000_327_UCR_id_25_Medical_tr_15,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.716,0.628,0.5556,18,,42,2026-08-24T22:40:32
diversify,TSB-U-STABLE_038_SEG_60000_327_UCR_id_25_Medical_tr_15,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.2593,0.4028,1.0,18,,42,2026-08-24T22:40:32
diversify,TSB-U-STABLE_039_SEG_1680_649_YAHOO_id_99_WebService_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.0816,0.356,1.0,14,,42,2026-08-24T22:40:34
diversify,TSB-U-STABLE_039_SEG_1680_649_YAHOO_id_99_WebService_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.9184,0.9094,0.1429,14,,42,2026-08-24T22:40:34
diversify,TSB-U-STABLE_042_SEG_1680_637_YAHOO_id_87_WebService_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.75,0.8333,0.5,4,,42,2026-08-24T22:40:35
diversify,TSB-U-STABLE_042_SEG_1680_637_YAHOO_id_87_WebService_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.75,0.8333,0.5,4,,42,2026-08-24T22:40:35
diversify,TSB-U-STABLE_044_SEG_18179_093_WSD_id_65_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.5,0.6076,0.8333,12,,42,2026-08-24T22:40:37
diversify,TSB-U-STABLE_044_SEG_18179_093_WSD_id_65_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6667,0.6802,0.6667,12,,42,2026-08-24T22:40:37
diversify,TSB-U-STABLE_045_SEG_18302_066_WSD_id_38_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.5586,0.679,1.0,32,,42,2026-08-24T22:40:40
diversify,TSB-U-STABLE_045_SEG_18302_066_WSD_id_38_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.4492,0.5576,1.0,32,,42,2026-08-24T22:40:40
diversify,TSB-U-STABLE_046_SEG_1421_552_YAHOO_id_2_Synthetic_tr_,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.1875,0.4125,1.0,8,,42,2026-08-24T22:40:41
