method,dataset,split,category,arm,eval_mode,metric,auroc,aupr,fpr95,n_eval,drift_delay,seed,timestamp
diversify,TSB-U-STABLE_046_SEG_1421_552_YAHOO_id_2_Synthetic_tr_,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.3125,0.5821,1.0,8,,42,2026-08-24T22:40:41
diversify,TSB-U-STABLE_048_SEG_15736_111_WSD_id_83_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.1719,0.3766,1.0,16,,42,2026-08-24T22:40:45
diversify,TSB-U-STABLE_048_SEG_15736_111_WSD_id_83_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.3438,0.4551,1.0,16,,42,2026-08-24T22:40:45
diversify,TSB-U-STABLE_049_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.5625,0.6042,1.0,8,,42,2026-08-24T22:40:47
diversify,TSB-U-STABLE_049_SEG_1680_555_YAHOO_id_5_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.75,0.7708,0.5,8,,42,2026-08-24T22:40:47
diversify,TSB-U-STABLE_050_SEG_89155_266_IOPS_id_7_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.45,0.5443,1.0,40,,42,2026-08-24T22:40:49
diversify,TSB-U-STABLE_050_SEG_89155_266_IOPS_id_7_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.565,0.6243,0.9,40,,42,2026-08-24T22:40:49
diversify,TSB-U-STABLE_053_SEG_1680_716_YAHOO_id_166_WebService_,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.3333,0.5,1.0,6,,42,2026-08-24T22:40:50
diversify,TSB-U-STABLE_053_SEG_1680_716_YAHOO_id_166_WebService_,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,6,,42,2026-08-24T22:40:50
diversify,TSB-U-STABLE_054_SEG_1421_639_YAHOO_id_89_Synthetic_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.0,0.4167,1.0,4,,42,2026-08-24T22:40:52
diversify,TSB-U-STABLE_054_SEG_1421_639_YAHOO_id_89_Synthetic_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,4,,42,2026-08-24T22:40:52
diversify,TSB-U-STABLE_055_SEG_10001_374_UCR_id_72_Medical_tr_25,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.75,0.875,1.0,8,,42,2026-08-24T22:40:55
diversify,TSB-U-STABLE_055_SEG_10001_374_UCR_id_72_Medical_tr_25,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,8,,42,2026-08-24T22:40:55
diversify,TSB-U-STABLE_058_SEG_298340_455_UCR_id_153_Facility_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.5992,0.6638,0.913,46,,42,2026-08-24T22:42:02
diversify,TSB-U-STABLE_058_SEG_298340_455_UCR_id_153_Facility_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5784,0.6086,1.0,46,,42,2026-08-24T22:42:02
diversify,TSB-U-STABLE_059_SEG_1421_576_YAHOO_id_26_Synthetic_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.1111,0.4111,1.0,6,,42,2026-08-24T22:42:04
diversify,TSB-U-STABLE_059_SEG_1421_576_YAHOO_id_26_Synthetic_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,6,,42,2026-08-24T22:42:04
diversify,TSB-U-STABLE_061_SEG_7500_383_UCR_id_81_Medical_tr_187,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.6111,0.5653,0.5,12,,42,2026-08-24T22:42:07
diversify,TSB-U-STABLE_061_SEG_7500_383_UCR_id_81_Medical_tr_187,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5278,0.6045,0.6667,12,,42,2026-08-24T22:42:07
diversify,TSB-U-STABLE_063_SEG_190001_375_UCR_id_73_Medical_tr_4,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.2449,0.4078,1.0,14,,42,2026-08-24T22:42:55
diversify,TSB-U-STABLE_063_SEG_190001_375_UCR_id_73_Medical_tr_4,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6735,0.6901,0.7143,14,,42,2026-08-24T22:42:55
diversify,TSB-U-STABLE_066_SEG_1421_578_YAHOO_id_28_Synthetic_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.4444,0.5333,0.6667,6,,42,2026-08-24T22:42:57
diversify,TSB-U-STABLE_066_SEG_1421_578_YAHOO_id_28_Synthetic_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,6,,42,2026-08-24T22:42:57
diversify,TSB-U-STABLE_067_SEG_199753_487_UCR_id_185_Medical_tr_,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.4959,0.6102,0.9091,22,,42,2026-08-24T22:44:13
diversify,TSB-U-STABLE_067_SEG_199753_487_UCR_id_185_Medical_tr_,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5785,0.6702,0.9091,22,,42,2026-08-24T22:44:13
diversify,TSB-U-STABLE_068_SEG_1421_611_YAHOO_id_61_Synthetic_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.4444,0.5333,0.6667,6,,42,2026-08-24T22:44:14
diversify,TSB-U-STABLE_068_SEG_1421_611_YAHOO_id_61_Synthetic_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.4444,0.5556,1.0,6,,42,2026-08-24T22:44:14
diversify,TSB-U-STABLE_069_SEG_15285_076_WSD_id_48_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.3333,0.4114,0.9167,24,,42,2026-08-24T22:44:18
diversify,TSB-U-STABLE_069_SEG_15285_076_WSD_id_48_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.4583,0.4609,0.6667,24,,42,2026-08-24T22:44:18
diversify,TSB-U-STABLE_071_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.4028,0.4843,1.0,24,,42,2026-08-24T22:44:20
diversify,TSB-U-STABLE_071_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6667,0.6451,1.0,24,,42,2026-08-24T22:44:20
diversify,TSB-U-STABLE_073_SEG_1461_667_YAHOO_id_117_WebService_,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.0,0.4167,1.0,4,,42,2026-08-24T22:44:21
diversify,TSB-U-STABLE_073_SEG_1461_667_YAHOO_id_117_WebService_,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.0,0.4167,1.0,4,,42,2026-08-24T22:44:21
diversify,TSB-U-STABLE_074_SEG_1680_577_YAHOO_id_27_WebService_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.5556,0.5889,0.6667,6,,42,2026-08-24T22:44:22
diversify,TSB-U-STABLE_074_SEG_1680_577_YAHOO_id_27_WebService_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5556,0.7222,1.0,6,,42,2026-08-24T22:44:22
diversify,TSB-U-STABLE_076_SEG_29950_460_UCR_id_158_Medical_tr_7,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.2479,0.3871,0.9091,22,,42,2026-08-24T22:44:33
diversify,TSB-U-STABLE_076_SEG_29950_460_UCR_id_158_Medical_tr_7,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.2727,0.3964,0.7273,22,,42,2026-08-24T22:44:33
diversify,TSB-U-STABLE_077_SEG_1421_605_YAHOO_id_55_Synthetic_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.25,0.5,1.0,4,,42,2026-08-24T22:44:34
diversify,TSB-U-STABLE_077_SEG_1421_605_YAHOO_id_55_Synthetic_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.75,0.8333,0.5,4,,42,2026-08-24T22:44:34
diversify,TSB-U-STABLE_079_SEG_9057_847_OPPORTUNITY_id_6_HumanAc,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.48,0.5254,0.8,10,,42,2026-08-24T22:44:36
diversify,TSB-U-STABLE_079_SEG_9057_847_OPPORTUNITY_id_6_HumanAc,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.52,0.6254,0.8,10,,42,2026-08-24T22:44:36
diversify,TSB-U-STABLE_081_SEG_1420_723_YAHOO_id_173_WebService_,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.4167,0.475,0.8333,12,,42,2026-08-24T22:44:37
diversify,TSB-U-STABLE_081_SEG_1420_723_YAHOO_id_173_WebService_,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6111,0.7121,0.8333,12,,42,2026-08-24T22:44:37
diversify,TSB-U-STABLE_082_SEG_29859_351_UCR_id_49_Medical_tr_74,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.5781,0.6779,0.875,16,,42,2026-08-24T22:44:44
diversify,TSB-U-STABLE_082_SEG_29859_351_UCR_id_49_Medical_tr_74,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.2656,0.4971,1.0,16,,42,2026-08-24T22:44:44
diversify,TSB-U-STABLE_083_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,,,,7,,42,2026-08-24T22:44:45
diversify,TSB-U-STABLE_083_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,,,,7,,42,2026-08-24T22:44:45
diversify,TSB-U-STABLE_085_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.0,0.4167,1.0,4,,42,2026-08-24T22:44:47
diversify,TSB-U-STABLE_085_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,1.0,1.0,0.0,4,,42,2026-08-24T22:44:47
diversify,TSB-U-STABLE_086_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,,,,2,,42,2026-08-24T22:44:48
diversify,TSB-U-STABLE_086_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,,,,2,,42,2026-08-24T22:44:48
diversify,TSB-U-STABLE_090_SEG_7501_486_UCR_id_184_Medical_tr_18,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.125,0.3946,1.0,8,,42,2026-08-24T22:44:50
diversify,TSB-U-STABLE_090_SEG_7501_486_UCR_id_184_Medical_tr_18,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6875,0.6458,0.5,8,,42,2026-08-24T22:44:50
diversify,TSB-U-STABLE_094_SEG_18236_067_WSD_id_39_WebService_tr,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.3778,0.4831,0.9333,30,,42,2026-08-24T22:44:55
diversify,TSB-U-STABLE_094_SEG_18236_067_WSD_id_39_WebService_tr,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6178,0.6353,1.0,30,,42,2026-08-24T22:44:55
diversify,TSB-U-STABLE_095_SEG_80001_308_UCR_id_6_Facility_tr_20,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.6982,0.8114,1.0,26,,42,2026-08-24T22:45:15
diversify,TSB-U-STABLE_095_SEG_80001_308_UCR_id_6_Facility_tr_20,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.1834,0.3659,1.0,26,,42,2026-08-24T22:45:15
diversify,TSB-U-STABLE_096_SEG_30000_363_UCR_id_61_Medical_tr_75,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.6667,0.7272,0.5,12,,42,2026-08-24T22:45:21
diversify,TSB-U-STABLE_096_SEG_30000_363_UCR_id_61_Medical_tr_75,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6667,0.594,0.3333,12,,42,2026-08-24T22:45:21
diversify,TSB-U-STABLE_097_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.6875,0.7518,1.0,16,,42,2026-08-24T22:45:24
diversify,TSB-U-STABLE_097_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.5,0.4984,0.875,16,,42,2026-08-24T22:45:24
diversify,TSB-U-STABLE_098_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,energy,per_sample_selftrain,per_sample_auroc,0.0625,0.378,1.0,8,,42,2026-08-24T22:45:25
diversify,TSB-U-STABLE_098_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,cosine_centroid,per_sample_selftrain,per_sample_auroc,0.6875,0.7333,0.5,8,,42,2026-08-24T22:45:25
