method,dataset,split,category,arm,eval_mode,metric,auroc,aupr,fpr95,n_eval,drift_delay,seed,timestamp
tdivdm,TSB-U-STABLE_058_SEG_298340_455_UCR_id_153_Facility_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5621,0.0421,0.9791,1579,,42,2026-08-24T12:51:41
driftlens,TSB-U-STABLE_059_SEG_1421_576_YAHOO_id_26_Synthetic_tr,U,STABLE,none,batch_level,batch_auroc,0.0,,,3,,42,2026-08-24T12:51:58
ae_adwin_lstm,TSB-U-STABLE_059_SEG_1421_576_YAHOO_id_26_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8611,0.9056,0.6667,12,3.0,42,2026-08-24T12:51:58
tdivdm,TSB-U-STABLE_059_SEG_1421_576_YAHOO_id_26_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8611,0.8774,0.3333,12,,42,2026-08-24T12:51:59
driftlens,TSB-U-STABLE_061_SEG_7500_383_UCR_id_81_Medical_tr_187,U,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T12:52:19
ae_adwin_lstm,TSB-U-STABLE_061_SEG_7500_383_UCR_id_81_Medical_tr_187,U,STABLE,none,ordered_per_window,per_sample_auroc,0.9485,0.9324,0.5,41,1.0,42,2026-08-24T12:52:19
tdivdm,TSB-U-STABLE_061_SEG_7500_383_UCR_id_81_Medical_tr_187,U,STABLE,none,ordered_per_window,per_sample_auroc,0.9818,0.9679,0.2,41,,42,2026-08-24T12:52:20
driftlens,TSB-U-STABLE_063_SEG_190001_375_UCR_id_73_Medical_tr_4,U,STABLE,none,batch_level,batch_auroc,,,,36,,42,2026-08-24T13:02:54
ae_adwin_lstm,TSB-U-STABLE_063_SEG_190001_375_UCR_id_73_Medical_tr_4,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7676,0.117,0.8378,1167,5.0,42,2026-08-24T13:02:55
tdivdm,TSB-U-STABLE_063_SEG_190001_375_UCR_id_73_Medical_tr_4,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8641,0.143,0.4363,1167,,42,2026-08-24T13:03:38
driftlens,TSB-U-STABLE_066_SEG_1421_578_YAHOO_id_28_Synthetic_tr,U,STABLE,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T13:03:52
ae_adwin_lstm,TSB-U-STABLE_066_SEG_1421_578_YAHOO_id_28_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8485,0.9419,1.0,17,3.0,42,2026-08-24T13:03:52
tdivdm,TSB-U-STABLE_066_SEG_1421_578_YAHOO_id_28_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,1.0,1.0,0.0,17,,42,2026-08-24T13:03:53
driftlens,TSB-U-STABLE_067_SEG_199753_487_UCR_id_185_Medical_tr_,U,STABLE,none,batch_level,batch_auroc,,,,56,,42,2026-08-24T13:18:57
ae_adwin_lstm,TSB-U-STABLE_067_SEG_199753_487_UCR_id_185_Medical_tr_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6719,0.1831,0.8639,1815,4.0,42,2026-08-24T13:18:59
tdivdm,TSB-U-STABLE_067_SEG_199753_487_UCR_id_185_Medical_tr_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6698,0.0762,0.9225,1815,,42,2026-08-24T13:19:57
driftlens,TSB-U-STABLE_068_SEG_1421_611_YAHOO_id_61_Synthetic_tr,U,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-24T13:20:18
ae_adwin_lstm,TSB-U-STABLE_068_SEG_1421_611_YAHOO_id_61_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4091,0.6896,1.0,17,7.0,42,2026-08-24T13:20:19
tdivdm,TSB-U-STABLE_068_SEG_1421_611_YAHOO_id_61_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8485,0.9336,1.0,17,,42,2026-08-24T13:20:19
driftlens,TSB-U-STABLE_069_SEG_15285_076_WSD_id_48_WebService_tr,U,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-24T13:20:54
ae_adwin_lstm,TSB-U-STABLE_069_SEG_15285_076_WSD_id_48_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.446,0.2781,0.9697,89,,42,2026-08-24T13:20:55
tdivdm,TSB-U-STABLE_069_SEG_15285_076_WSD_id_48_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3874,0.266,0.9697,89,,42,2026-08-24T13:20:57
driftlens,TSB-U-STABLE_071_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,none,batch_level,batch_auroc,0.25,,,4,,42,2026-08-24T13:21:10
ae_adwin_lstm,TSB-U-STABLE_071_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4819,0.5548,0.9583,47,1.0,42,2026-08-24T13:21:10
tdivdm,TSB-U-STABLE_071_SEG_18391_054_WSD_id_26_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5761,0.5855,0.8333,47,,42,2026-08-24T13:21:11
driftlens,TSB-U-STABLE_073_SEG_1461_667_YAHOO_id_117_WebService_,U,STABLE,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T13:21:16
ae_adwin_lstm,TSB-U-STABLE_073_SEG_1461_667_YAHOO_id_117_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8088,0.9552,0.75,21,,42,2026-08-24T13:21:16
tdivdm,TSB-U-STABLE_073_SEG_1461_667_YAHOO_id_117_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4412,0.8441,1.0,21,,42,2026-08-24T13:21:17
driftlens,TSB-U-STABLE_074_SEG_1680_577_YAHOO_id_27_WebService_t,U,STABLE,none,batch_level,batch_auroc,0.0,,,4,,42,2026-08-24T13:21:22
ae_adwin_lstm,TSB-U-STABLE_074_SEG_1680_577_YAHOO_id_27_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7909,0.9507,1.0,27,,42,2026-08-24T13:21:22
tdivdm,TSB-U-STABLE_074_SEG_1680_577_YAHOO_id_27_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4,0.7638,1.0,27,,42,2026-08-24T13:21:22
driftlens,TSB-U-STABLE_076_SEG_29950_460_UCR_id_158_Medical_tr_7,U,STABLE,none,batch_level,batch_auroc,0.2857,,,8,,42,2026-08-24T13:23:27
ae_adwin_lstm,TSB-U-STABLE_076_SEG_29950_460_UCR_id_158_Medical_tr_7,U,STABLE,none,ordered_per_window,per_sample_auroc,0.9441,0.7102,0.2644,283,2.0,42,2026-08-24T13:23:28
tdivdm,TSB-U-STABLE_076_SEG_29950_460_UCR_id_158_Medical_tr_7,U,STABLE,none,ordered_per_window,per_sample_auroc,0.939,0.8535,0.4253,283,,42,2026-08-24T13:23:37
driftlens,TSB-U-STABLE_077_SEG_1421_605_YAHOO_id_55_Synthetic_tr,U,STABLE,none,batch_level,batch_auroc,1.0,,,3,,42,2026-08-24T13:23:44
ae_adwin_lstm,TSB-U-STABLE_077_SEG_1421_605_YAHOO_id_55_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4375,0.5265,1.0,12,,42,2026-08-24T13:23:44
tdivdm,TSB-U-STABLE_077_SEG_1421_605_YAHOO_id_55_Synthetic_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3125,0.2992,0.875,12,,42,2026-08-24T13:23:46
driftlens,TSB-U-STABLE_079_SEG_9057_847_OPPORTUNITY_id_6_HumanAc,U,STABLE,none,batch_level,batch_auroc,1.0,,,6,,42,2026-08-24T13:23:52
ae_adwin_lstm,TSB-U-STABLE_079_SEG_9057_847_OPPORTUNITY_id_6_HumanAc,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3319,0.8887,1.0,85,0.0,42,2026-08-24T13:23:52
tdivdm,TSB-U-STABLE_079_SEG_9057_847_OPPORTUNITY_id_6_HumanAc,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5541,0.9063,0.8889,85,,42,2026-08-24T13:23:53
driftlens,TSB-U-STABLE_081_SEG_1420_723_YAHOO_id_173_WebService_,U,STABLE,none,batch_level,batch_auroc,0.5,,,4,,42,2026-08-24T13:24:00
ae_adwin_lstm,TSB-U-STABLE_081_SEG_1420_723_YAHOO_id_173_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.0606,0.3572,1.0,23,,42,2026-08-24T13:24:01
tdivdm,TSB-U-STABLE_081_SEG_1420_723_YAHOO_id_173_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3939,0.4548,0.8182,23,,42,2026-08-24T13:24:02
driftlens,TSB-U-STABLE_082_SEG_29859_351_UCR_id_49_Medical_tr_74,U,STABLE,none,batch_level,batch_auroc,0.8,,,6,,42,2026-08-24T13:25:05
ae_adwin_lstm,TSB-U-STABLE_082_SEG_29859_351_UCR_id_49_Medical_tr_74,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6725,0.3212,0.886,129,0.0,42,2026-08-24T13:25:05
tdivdm,TSB-U-STABLE_082_SEG_29859_351_UCR_id_49_Medical_tr_74,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7269,0.4688,0.8596,129,,42,2026-08-24T13:25:09
driftlens,TSB-U-STABLE_083_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,none,batch_level,batch_auroc,,,,0,,42,2026-08-24T13:25:16
ae_adwin_lstm,TSB-U-STABLE_083_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.2857,0.9261,1.0,15,,42,2026-08-24T13:25:16
tdivdm,TSB-U-STABLE_083_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3571,0.938,1.0,15,,42,2026-08-24T13:25:16
driftlens,TSB-U-STABLE_085_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,none,batch_level,batch_auroc,0.6667,,,4,,42,2026-08-24T13:25:21
ae_adwin_lstm,TSB-U-STABLE_085_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4375,0.8383,1.0,19,,42,2026-08-24T13:25:21
tdivdm,TSB-U-STABLE_085_SEG_1680_561_YAHOO_id_11_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4375,0.8074,1.0,19,,42,2026-08-24T13:25:21
driftlens,TSB-U-STABLE_086_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,none,batch_level,batch_auroc,,,,0,,42,2026-08-24T13:25:27
ae_adwin_lstm,TSB-U-STABLE_086_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5,0.8875,1.0,5,,42,2026-08-24T13:25:27
tdivdm,TSB-U-STABLE_086_SEG_1680_574_YAHOO_id_24_WebService_t,U,STABLE,none,ordered_per_window,per_sample_auroc,0.25,0.8042,1.0,5,,42,2026-08-24T13:25:27
driftlens,TSB-U-STABLE_090_SEG_7501_486_UCR_id_184_Medical_tr_18,U,STABLE,none,batch_level,batch_auroc,1.0,,,6,,42,2026-08-24T13:25:55
ae_adwin_lstm,TSB-U-STABLE_090_SEG_7501_486_UCR_id_184_Medical_tr_18,U,STABLE,none,ordered_per_window,per_sample_auroc,0.9057,0.7673,0.566,61,3.0,42,2026-08-24T13:25:56
tdivdm,TSB-U-STABLE_090_SEG_7501_486_UCR_id_184_Medical_tr_18,U,STABLE,none,ordered_per_window,per_sample_auroc,0.9788,0.8921,0.1132,61,,42,2026-08-24T13:25:58
driftlens,TSB-U-STABLE_094_SEG_18236_067_WSD_id_39_WebService_tr,U,STABLE,none,batch_level,batch_auroc,1.0,,,5,,42,2026-08-24T13:27:02
ae_adwin_lstm,TSB-U-STABLE_094_SEG_18236_067_WSD_id_39_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7453,0.5127,0.687,161,2.0,42,2026-08-24T13:27:02
tdivdm,TSB-U-STABLE_094_SEG_18236_067_WSD_id_39_WebService_tr,U,STABLE,none,ordered_per_window,per_sample_auroc,0.8163,0.6359,0.7023,161,,42,2026-08-24T13:27:07
driftlens,TSB-U-STABLE_095_SEG_80001_308_UCR_id_6_Facility_tr_20,U,STABLE,none,batch_level,batch_auroc,,,,17,,42,2026-08-24T13:31:51
ae_adwin_lstm,TSB-U-STABLE_095_SEG_80001_308_UCR_id_6_Facility_tr_20,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7281,0.0876,0.4463,557,1.0,42,2026-08-24T13:31:51
tdivdm,TSB-U-STABLE_095_SEG_80001_308_UCR_id_6_Facility_tr_20,U,STABLE,none,ordered_per_window,per_sample_auroc,0.7763,0.1209,0.4746,557,,42,2026-08-24T13:32:08
driftlens,TSB-U-STABLE_096_SEG_30000_363_UCR_id_61_Medical_tr_75,U,STABLE,none,batch_level,batch_auroc,0.7143,,,8,,42,2026-08-24T13:33:34
ae_adwin_lstm,TSB-U-STABLE_096_SEG_30000_363_UCR_id_61_Medical_tr_75,U,STABLE,none,ordered_per_window,per_sample_auroc,0.45,0.1086,0.96,162,7.0,42,2026-08-24T13:33:34
tdivdm,TSB-U-STABLE_096_SEG_30000_363_UCR_id_61_Medical_tr_75,U,STABLE,none,ordered_per_window,per_sample_auroc,0.4889,0.0742,0.9133,162,,42,2026-08-24T13:33:46
driftlens,TSB-U-STABLE_097_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,none,batch_level,batch_auroc,1.0,,,4,,42,2026-08-24T13:34:34
ae_adwin_lstm,TSB-U-STABLE_097_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,none,ordered_per_window,per_sample_auroc,0.5437,0.347,0.9828,73,2.0,42,2026-08-24T13:34:35
tdivdm,TSB-U-STABLE_097_SEG_7415_371_UCR_id_69_Medical_tr_185,U,STABLE,none,ordered_per_window,per_sample_auroc,0.6644,0.4265,0.9655,73,,42,2026-08-24T13:34:37
driftlens,TSB-U-STABLE_098_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,none,batch_level,batch_auroc,0.3333,,,4,,42,2026-08-24T13:34:44
ae_adwin_lstm,TSB-U-STABLE_098_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.3086,0.7773,1.0,32,3.0,42,2026-08-24T13:34:45
tdivdm,TSB-U-STABLE_098_SEG_1680_686_YAHOO_id_136_WebService_,U,STABLE,none,ordered_per_window,per_sample_auroc,0.9086,0.9768,0.4286,32,,42,2026-08-24T13:34:45
driftlens,TSB-M-DRIFT_001_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.7561,,,69,,42,2026-08-25T09:17:59
ae_adwin_lstm,TSB-M-DRIFT_001_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7276,0.8449,0.7608,1116,2.0,42,2026-08-25T09:17:59
tdivdm,TSB-M-DRIFT_001_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8328,0.9256,0.8226,1116,,42,2026-08-25T09:18:08
driftlens,TSB-M-DRIFT_006_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.848,,,65,,42,2026-08-25T09:19:38
ae_adwin_lstm,TSB-M-DRIFT_006_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.4215,0.7183,0.9963,1045,2.0,42,2026-08-25T09:19:39
tdivdm,TSB-M-DRIFT_006_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7398,0.8973,0.8352,1045,,42,2026-08-25T09:19:46
driftlens,TSB-M-DRIFT_007_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.4935,,,45,,42,2026-08-25T09:20:51
ae_adwin_lstm,TSB-M-DRIFT_007_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5773,0.7276,0.9606,727,0.0,42,2026-08-25T09:20:52
tdivdm,TSB-M-DRIFT_007_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7448,0.8509,0.8386,727,,42,2026-08-25T09:20:57
driftlens,TSB-M-DRIFT_008_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.8076,,,54,,42,2026-08-25T09:22:03
ae_adwin_lstm,TSB-M-DRIFT_008_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7962,0.8971,0.7926,876,3.0,42,2026-08-25T09:22:05
tdivdm,TSB-M-DRIFT_008_SEG_500000_021_MITDB_id_3_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.9014,0.9604,0.6222,876,,42,2026-08-25T09:22:13
driftlens,TSB-M-DRIFT_011_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,batch_level,batch_auroc,1.0,,,30,,42,2026-08-25T09:22:22
ae_adwin_lstm,TSB-M-DRIFT_011_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.2595,0.9377,1.0,490,3.0,42,2026-08-25T09:22:23
tdivdm,TSB-M-DRIFT_011_SEG_100000_079_LTDB_id_1_Medical_tr_36,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8257,0.9919,0.8333,490,,42,2026-08-25T09:22:23
driftlens,TSB-M-DRIFT_012_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,batch_level,batch_auroc,0.8308,,,18,,42,2026-08-25T09:22:36
ae_adwin_lstm,TSB-M-DRIFT_012_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.3919,0.7021,0.9863,292,3.0,42,2026-08-25T09:22:37
tdivdm,TSB-M-DRIFT_012_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6861,0.8505,0.8356,292,,42,2026-08-25T09:22:38
driftlens,TSB-M-DRIFT_013_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.38,,,83,,42,2026-08-25T09:23:40
ae_adwin_lstm,TSB-M-DRIFT_013_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7242,0.8594,0.8186,1331,6.0,42,2026-08-25T09:23:41
tdivdm,TSB-M-DRIFT_013_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7822,0.9048,0.801,1331,,42,2026-08-25T09:23:46
driftlens,TSB-M-DRIFT_015_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.4467,,,79,,42,2026-08-25T09:25:48
ae_adwin_lstm,TSB-M-DRIFT_015_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7927,0.9014,0.801,1264,6.0,42,2026-08-25T09:25:50
tdivdm,TSB-M-DRIFT_015_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7611,0.8871,0.8186,1264,,42,2026-08-25T09:26:01
driftlens,TSB-M-DRIFT_017_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.739,,,77,,42,2026-08-25T09:28:59
ae_adwin_lstm,TSB-M-DRIFT_017_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6005,0.6723,0.8802,1236,1.0,42,2026-08-25T09:29:05
tdivdm,TSB-M-DRIFT_017_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8048,0.871,0.6818,1236,,42,2026-08-25T09:29:14
driftlens,TSB-M-DRIFT_018_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.8047,,,101,,42,2026-08-25T09:33:12
ae_adwin_lstm,TSB-M-DRIFT_018_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5124,0.6982,0.8719,1631,1.0,42,2026-08-25T09:33:15
tdivdm,TSB-M-DRIFT_018_SEG_150000_019_MITDB_id_1_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8503,0.934,0.6136,1631,,42,2026-08-25T09:33:32
driftlens,TSB-M-DRIFT_019_SEG_650000_020_MITDB_id_2_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.8044,,,45,,42,2026-08-25T09:35:34
ae_adwin_lstm,TSB-M-DRIFT_019_SEG_650000_020_MITDB_id_2_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8336,0.9075,0.6082,732,6.0,42,2026-08-25T09:35:35
tdivdm,TSB-M-DRIFT_019_SEG_650000_020_MITDB_id_2_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.9296,0.967,0.4204,732,,42,2026-08-25T09:35:43
driftlens,TSB-M-DRIFT_020_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.5682,,,38,,42,2026-08-25T09:37:00
ae_adwin_lstm,TSB-M-DRIFT_020_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5971,0.6854,0.9449,617,0.0,42,2026-08-25T09:37:01
tdivdm,TSB-M-DRIFT_020_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7109,0.7852,0.8465,617,,42,2026-08-25T09:37:07
driftlens,TSB-M-DRIFT_022_SEG_600000_029_MITDB_id_11_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.9268,,,168,,42,2026-08-25T09:52:52
ae_adwin_lstm,TSB-M-DRIFT_022_SEG_600000_029_MITDB_id_11_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.4449,0.0834,0.9077,2703,3.0,42,2026-08-25T09:53:06
tdivdm,TSB-M-DRIFT_022_SEG_600000_029_MITDB_id_11_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7721,0.4159,0.6734,2703,,42,2026-08-25T09:53:49
driftlens,TSB-M-DRIFT_023_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.2919,,,62,,42,2026-08-25T09:55:57
ae_adwin_lstm,TSB-M-DRIFT_023_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.732,0.8234,0.8388,1006,6.0,42,2026-08-25T09:55:59
tdivdm,TSB-M-DRIFT_023_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6831,0.7815,0.8741,1006,,42,2026-08-25T09:56:05
driftlens,TSB-M-DRIFT_025_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.2616,,,62,,42,2026-08-25T09:57:46
ae_adwin_lstm,TSB-M-DRIFT_025_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7197,0.8046,0.8388,995,6.0,42,2026-08-25T09:57:48
tdivdm,TSB-M-DRIFT_025_SEG_620000_030_MITDB_id_12_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6777,0.773,0.8741,995,,42,2026-08-25T09:57:54
driftlens,TSB-M-DRIFT_028_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,batch_level,batch_auroc,0.4614,,,41,,42,2026-08-25T09:59:15
ae_adwin_lstm,TSB-M-DRIFT_028_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.6627,0.6376,0.8522,656,2.0,42,2026-08-25T09:59:15
tdivdm,TSB-M-DRIFT_028_SEG_450000_031_MITDB_id_13_Medical_tr_,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.645,0.6444,0.9301,656,,42,2026-08-25T09:59:19
driftlens,TSB-M-DRIFT_030_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,batch_level,batch_auroc,0.7429,,,12,,42,2026-08-25T09:59:44
ae_adwin_lstm,TSB-M-DRIFT_030_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.3986,0.5924,1.0,199,3.0,42,2026-08-25T09:59:45
tdivdm,TSB-M-DRIFT_030_SEG_100000_083_LTDB_id_5_Medical_tr_15,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5915,0.7392,0.9178,199,,42,2026-08-25T09:59:46
driftlens,TSB-M-DRIFT_031_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,batch_level,batch_auroc,0.6524,,,79,,42,2026-08-25T10:00:31
ae_adwin_lstm,TSB-M-DRIFT_031_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5244,0.8943,0.9306,1272,6.0,42,2026-08-25T10:00:33
tdivdm,TSB-M-DRIFT_031_SEG_400000_026_MITDB_id_8_Medical_tr_3,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8217,0.9736,0.7708,1272,,42,2026-08-25T10:00:37
driftlens,TSB-M-DRIFT_032_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.5366,,,57,,42,2026-08-25T10:01:55
ae_adwin_lstm,TSB-M-DRIFT_032_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.5618,0.7747,0.9449,915,0.0,42,2026-08-25T10:01:56
tdivdm,TSB-M-DRIFT_032_SEG_300000_022_MITDB_id_4_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7734,0.9007,0.8031,915,,42,2026-08-25T10:02:03
driftlens,TSB-M-DRIFT_033_SEG_100000_027_MITDB_id_9_Medical_tr_2,M,DRIFT,none,batch_level,batch_auroc,0.4667,,,17,,42,2026-08-25T10:04:07
ae_adwin_lstm,TSB-M-DRIFT_033_SEG_100000_027_MITDB_id_9_Medical_tr_2,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.847,0.424,0.5755,280,7.0,42,2026-08-25T10:04:08
tdivdm,TSB-M-DRIFT_033_SEG_100000_027_MITDB_id_9_Medical_tr_2,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8871,0.7782,0.7918,280,,42,2026-08-25T10:04:17
driftlens,TSB-M-DRIFT_035_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,batch_level,batch_auroc,0.9244,,,24,,42,2026-08-25T10:06:50
ae_adwin_lstm,TSB-M-DRIFT_035_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.7621,0.6077,0.707,389,2.0,42,2026-08-25T10:06:52
tdivdm,TSB-M-DRIFT_035_SEG_200000_024_MITDB_id_6_Medical_tr_5,M,DRIFT,none,ordered_per_window,per_sample_auroc,0.8229,0.745,0.6923,389,,42,2026-08-25T10:07:01
